COD FISCAL,COD SIIIR,COD SIIIR SUP,COD SIRUES,SIRUTA LOC SUP,SIRUTA LOCALITATE,cod,judet,lat,lon,nr,nume,nume_ascii,oras,osm,roaep,safe,str,wikidata
,2362100959,2361101978,,100969,100987,2362100959,ILFOV,,,20,GRĂDINIȚA NR. 3 DUMBRAVENI,GRADINITA NR 3 DUMBRAVENI,DUMBRĂVENI,,0,0,LAHOVARI,
14374579,2961102708,,640317,130534,130543,2961102708,PRAHOVA,,,46,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 23, MUNICIPIUL PLOIEȘTI",GRADINITA CU PROGRAM PRELUNGIT NR 23 MUNICIPIUL PLOIESTI,PLOIEŞTI,,0,0,RÂȘNOVENILOR,
,0462100673,0461105045,,24187,24196,0462100673,BACĂU,,,,GRADINITA CU PROGRAM NORMAL NR 2 PINCESTI,GRADINITA CU PROGRAM NORMAL NR 2 PINCESTI,PÂNCEŞTI,,0,0,,
,2962106029,2961100181,642846,135020,135075,2962106029,PRAHOVA,,,85,"GRĂDINIȚA CU PROGRAM NORMAL, SAT GOGA, COMUNA RÎFOV",GRADINITA CU PROGRAM NORMAL SAT GOGA COMUNA RIFOV,GOGA,,0,0,PRINCIPALA,
,3562102598,3561102119,,156623,156632,3562102598,TIMIŞ,45.5836783307135,21.7289634444992,,SCOALA PRIMARA SACOSU MARE COM.DAROVA,SCOALA PRIMARA SACOSU MARE COM DAROVA,DAROVA,,SCOALA PRIMARA,55,,
4523193,0861100545,,1180883,40465,40474,0861100545,BRAŞOV,45.7286337258579,24.7047301099992,2,Colegiul Tehnic 'Alexandru Bărbat' Victoria,COLEGIUL TEHNIC ALEXANDRU BARBAT VICTORIA,VICTORIA,,COLEGIUL TEHNIC DR. ALEXANDRU BĂRBAT,84,SALCAMILOR,
14839496,5161103374,,568612,100610,100629,5161103374,CĂLĂRAŞI,,,,"SCOALA GIMNAZIALA ""PROF. LUCIAN PAVEL"" OLTENITA",SCOALA GENERALA PROF LUCIAN PAVEL OLTENITA,OLTENIŢA,,0,0,"CUZA VODA, NR. 36",
,0462102128,0461107703,,25148,25219,0462102128,BACĂU,,,,SCOALA GIMNAZIALA NR 1 VERSESTI,SCOALA GENERALA NR 1 VERSESTI,VERŞEŞTI,,0,0,,
,2462103594,2461100935,,106318,106327,2462103594,MARAMUREŞ,,,2B,GRADINITA CU PROGRAM NORMAL NR.2 BAIA MARE,GRADINITA CU PROGRAM NORMAL NR 2 BAIA MARE,BAIA MARE,,0,0,Oituz,
,3562104564,3561101751,,155591,155608,3562104564,TIMIŞ,,,,GRADINITA CU PROGRAM NORMAL COM.BANLOC,GRADINITA CU PROGRAM NORMAL COM BANLOC,BANLOC,,0,0,,
7685840,2261105518,,3011763,95471,95480,2261105518,IAŞI,,,65A,"LICEUL TEHNOLOGIC ""PETRU RAREȘ"", TÂRGU FRUMOS",LICEUL TEHNOLOGIC PETRU RARES TARGU FRUMOS,TÂRGU FRUMOS,,0,0,CUZA VODA,
2614287,2781101747,,1324037,121055,121064,2781101747,NEAMŢ,,,88,"CLUBUL SPORTIV ȘCOLAR, ORAȘ TÂRGU NEAMȚ",CLUBUL SPORTIV SCOLAR ORAS TARGU NEAMT,TÂRGU NEAMŢ,,0,0,ȘTEFAN CEL MARE,
,3762102473,3761104222,,161856,161918,3762102473,VASLUI,46.8076110827664,27.4800729358517,,"ȘCOALA PRIMARĂ, SAT POIANA",SCOALA PRIMARA SAT POIANA,POIANA,,ȘCOALA PRIMARĂ SAT POIANA,100,,
29015905,0261104332,,318316,11539,11548,0261104332,ARAD,,,711,SCOALA GIMNAZIALA PAULIS,SCOALA GENERALA PAULIS,PĂULIŞ,,0,0,,
,2962105227,2961100109,640020,136134,136161,2962105227,PRAHOVA,45.1800070025073,25.9651913232314,52A,"ȘCOALA PRIMARĂ, SAT LIVADEA, COMUNA VĂRBILĂU",SCOALA PRIMARA SAT LIVADEA COMUNA VARBILAU,LIVADEA,,ȘCOALA PRIMARĂ VĂRBILĂU,71,LIVADEA,
,3762105318,3761104448,,163903,163921,3762105318,VASLUI,,,,"ȘCOALA GIMNAZIALĂ ""MIHAI BOTEZ"", SAT GIURCANI",SCOALA GENERALA MIHAI BOTEZ SAT GIURCANI,GIURCANI,,0,0,,
,0162101828,0161103423,,1874,1918,0162101828,ALBA,,,,GRADINITA CU PROGRAM NORMAL RAHAU,GRADINITA CU PROGRAM NORMAL RAHAU,RĂHĂU,,0,0,PRINCIPALA,
,0662101757,0661101504,373433,34770,34789,0662101757,BISTRIŢA-NĂSĂUD,,,192,GRĂDINIȚA CU PROGRAM NORMAL ȘIEU-ODORHEI,GRADINITA CU PROGRAM NORMAL SIEU ODORHEI,ŞIEU-ODORHEI,,0,0,Principală,
4368081,1961100066,,520842,85243,85252,1961100066,HARGHITA,,,223,"ȘCOALA GIMNAZIALĂ ""KELEMEN IMRE"" OCLAND",SCOALA GENERALA KELEMEN IMRE OCLAND,OCLAND,,0,0,PRINCIPALĂ,
,2662107152,2661104615,601074,119723,119732,2662107152,MUREŞ,,,140,GRĂDINIȚA CU PROGRAM NORMAL SUSENI,GRADINITA CU PROGRAM NORMAL SUSENI,SUSENI,,0,0,PRINCIPALA,
,0262102895,0261100423,322264,12091,12108,0262102895,ARAD,,,37,GRADINITA PP NR 2 SINTANA,GRADINITA CU PROGRAMRAM PRELUNGIT NR 2 SINTANA,SÂNTANA,,0,0,01.dec,
18001394,1261103663,,120438934,56522,56531,1261103663,CLUJ,,,44,"ȘCOALA GIMNAZIALĂ CĂMĂRAȘU, COM. CĂMĂRAȘU",SCOALA GENERALA CAMARASU COM CAMARASU,CĂMĂRAŞU,,0,0,,
17130366,2261102723,,553801,99968,99995,2261102723,IAŞI,47.2574253382141,26.6658087660948,,"ȘCOALA GIMNAZIALĂ, TOPILE",SCOALA GENERALA TOPILE,TOPILE,,SCOALA GIMNAZIALA TOPILE,100,,
123456,1761204501,,2077320,75098,75105,1761204501,GALAŢI,45.4109167,28.015252,25,"SCOALA POSTLICEALA “INTELLECTUM”, LOCALITATEA GALATI",SCOALA POSTLICEALA INTELLECTUM LOCALITATEA GALATI,GALAŢI,2115411102,0,0,OTELARILOR,
29466840,1361100898,,130453831,63189,62967,1361100898,CONSTANŢA,,,18,ŞCOALA GIMNAZIALĂ ’ION GHICA’ TORTOMAN,SCOALA GENERALA ION GHICA TORTOMAN,TORTOMAN,,0,0,01.dec,
13646713,1461100223,,460420,63394,63401,1461100223,COVASNA,45.8725009528615,25.7945431622614,1,"Școala Gimnazială ""Gödri Ferenc"" Sfântu Gheorghe",SCOALA GENERALA GÖDRI FERENC SFANTU GHEORGHE,SFÂNTU  GHEORGHE,,"ȘCOALA GIMNAZIALĂ ""GÖDRI FERENC""",78,Elevilor,
,1362104441,1361100785,,62397,62404,1362104441,CONSTANŢA,,,22,GRĂDINIŢA CU PROGRAM NORMAL NEGRU VODĂ,GRADINITA CU PROGRAM NORMAL NEGRU VODA,NEGRU VODĂ,,0,0,ZORELELOR,
28180556,0661101558,,374889,33729,33738,0661101558,BISTRIŢA-NĂSĂUD,,,217,"ȘCOALA GIMNAZIALĂ ""DARIU POP"" MĂGURA ILVEI",SCOALA GENERALA DARIU POP MAGURA ILVEI,MĂGURA ILVEI,,0,0,Principală,
4646927,0861101234,,396526,41177,41202,0861101234,BRAŞOV,45.9453669976879,25.2734677795442,9,Școala Gimnazială Cuciulata,SCOALA GENERALA CUCIULATA,CUCIULATA,,"ȘCOALA GIMNAZIALĂ ""ARON PUMNU"" CUCIULATA",82,PRINCIPALA,
,3962101546,3961100753,,177879,177904,3962101546,VRANCEA,,,1,SCOALA PRIMARA COSTISA,SCOALA PRIMARA COSTISA,COSTIŞA,,0,0,Principala,
,1262104266,1261103084,,54975,54984,1262104266,CLUJ,,,02.apr,"GRĂDINIȚA CU PROGRAM PRELUNGIT ""AȘCHIUȚĂ"" - STRUCTURA 3 CLUJ-NAPOCA",GRADINITA CU PROGRAM PRELUNGIT ASCHIUTA STRUCTURA 3 CLUJ NAPOCA,CLUJ-NAPOCA,,0,0,Pascaly Nicolae,
,5262100252,5261101488,,101001,101010,5262100252,GIURGIU,,,,SCOALA PRIMARA NR.2 MELETIE,SCOALA PRIMARA NR 2 MELETIE,BĂNEASA,,0,0,,
,1162104679,1161103642,423551,53372,53407,1162104679,CARAŞ-SEVERIN,,,,ŞCOALA PRIMARĂ IAZ,SCOALA PRIMARA IAZ,IAZ,,0,0,,
,3462103474,3461103637,,152350,152396,3462103474,TELEORMAN,,,,GRĂDINIȚA CU PROGRAM NORMAL NR. 3 LICURICIU,GRADINITA CU PROGRAM NORMAL NR 3 LICURICIU,LICURICIU,,0,0,,
,3962102719,3961100979,,178689,178714,3962102719,VRANCEA,,,1,GRADINITA CU PROGRAM NORMAL FARAOANELE,GRADINITA CU PROGRAM NORMAL FARAOANELE,FARAOANELE,,0,0,Domneasca,
29885369,0661100973,,371485,32394,32401,0661100973,BISTRIŢA-NĂSĂUD,,,23,GRĂDINIȚA CU PROGRAM PRELUNGIT NR.2 BISTRIȚA,GRADINITA CU PROGRAM PRELUNGIT NR 2 BISTRITA,BISTRIŢA,,0,0,Rodnei,
21426280,0561101478,,359243,26840,26859,0561101478,BIHOR,,,4,GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 1 ȘTEI,GRADINITA CU PROGRAM PRELUNGIT NR 1 STEI,ŞTEI,,0,0,str. Tineretului,
26787463,3961100934,,758841,178279,178288,3961100934,VRANCEA,45.5958783706493,27.1002772038631,5,SCOALA GIMNAZIALA URECHESTI,SCOALA GENERALA URECHESTI,URECHEŞTI,,ȘCOALA PRIMARĂ URECHEȘTI,82,Zorilor,
,3962104386,3961100803,,178750,178769,3962104386,VRANCEA,,,1,GRADINITA CU PROGRAM NORMAL VRINCIOAIA,GRADINITA CU PROGRAM NORMAL VRINCIOAIA,VRÂNCIOAIA,,0,0,Principala,
29165430,0461107594,,344365,21506,21551,0461107594,BACĂU,,,,"SCOALA GIMNAZIALA ""ION ROTARU"" VALEA LUI ION",SCOALA GENERALA ION ROTARU VALEA LUI ION,VALEA LUI ION,,0,0,,
,2662102156,2661108411,,114382,114408,2662102156,MUREŞ,46.5350615209073,24.4999793352924,149,ȘCOALA GIMNAZIALĂ NAZNA,SCOALA GENERALA NAZNA,NAZNA,,ȘCOALA GIMNAZIALĂ NAZNA,100,PRINCIPALĂ,
,2762100813,2761102019,,123521,123549,2762100813,NEAMŢ,,,200,"ȘCOALA GIMNAZIALĂ NR. 1, SAT BOBOIEŞTI, COMUNA PIPIRIG",SCOALA GENERALA NR 1 SAT BOBOIESTI COMUNA PIPIRIG,BOBOIEŞTI,,0,0,OZANEI,
,0562103299,0561101297,359047,31128,31137,0562103299,BIHOR,,,,GRĂDINIȚA CU PROGRAM NORMAL NR. 1 SÎRBI,GRADINITA CU PROGRAM NORMAL NR 1 SIRBI,SÂRBI,,0,0,sat Sîrbi,
33995106,1691106232,,9999802,69900,69919,1691106232,DOLJ,44.31879565,23.7914190773039,2,CENTRUL JUDETEAN DE EXCELENTA DOLJ,CENTRUL JUDETEAN DE EXCELENTA DOLJ,CRAIOVA,172692818,0,0,Maiorescu Ion,
4384338,0861100726,,397623,40278,40287,0861100726,BRAŞOV,45.8423712,24.9696731,1,Colegiul Național 'Radu Negru' Făgăraș,COLEGIUL NATIONAL RADU NEGRU FAGARAS,FĂGĂRAŞ,1615566099,0,0,SCOLII,
4038903,3061101686,,978477,136483,136492,3061101686,SATU MARE,,,4,GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 13 SATU MARE,GRADINITA CU PROGRAM PRELUNGIT NR 13 SATU MARE,SATU MARE,,0,0,MILCOV,
,1062102032,1061104839,,50415,50424,1062102032,BUZĂU,,,,GRĂDINIŢA CU PROGRAM NORMAL SAT FUNDENI COMUNA ZĂRNEŞTI,GRADINITA CU PROGRAM NORMAL SAT FUNDENI COMUNA ZARNESTI,FUNDENI,,0,0,,
,1062101212,1061104337,,47373,47408,1062101212,BUZĂU,45.1810766983861,26.810881903386,,ȘCOALA GIMNAZIALĂ SAT POTOCENI COMUNA MĂRĂCINENI,SCOALA GENERALA SAT POTOCENI COMUNA MARACINENI,POTOCENI,,SCOALA GENERALA MARACINENI,72,,
10078511,0561108431,,500919,26564,26573,0561108431,BIHOR,47.054162267585,21.9266155963971,5,"LICEUL GRECO-CATOLIC ""IULIU MANIU"" ORADEA",LICEUL GRECO CATOLIC IULIU MANIU ORADEA,ORADEA,,"LICEUL GRECO-CATOLIC ""IULIU MANIU""",90,str. Iuliu Maniu,
13378866,1961104884,,5035593,83133,83142,1961104884,HARGHITA,46.3116873,25.3106967422821,16A,"ȘCOALA GIMNAZIALĂ ""MÓRA FERENC"" ODORHEIU SECUIESC",SCOALA GENERALA MÓRA FERENC ODORHEIU SECUIESC,ODORHEIU SECUIESC,452279764,0,0,VICTORIEI,
,2962104592,2961102988,643228,136107,136125,2962104592,PRAHOVA,45.33750285,25.726618217025,53,"GRĂDINIȚA CU PROGRAM NORMAL, SAT TRĂISTENI, COMUNA VALEA DOFTANEI",GRADINITA CU PROGRAM NORMAL SAT TRAISTENI COMUNA VALEA DOFTANEI,TRĂISTENI,361718941,0,0,NICOLAE GRIGORESCU,
,0262102099,0261100839,,12876,12894,0262102099,ARAD,,,,GRADINITA PN UTVINIS,GRADINITA CU PROGRAMRAM NORMAL UTVINIS,ANDREI ŞAGUNA,,0,0,,
,2662101494,2661103917,,116867,116910,2662101494,MUREŞ,46.5223421725822,24.7147414844617,41,ȘCOALA PRIMARĂ MAIAD,SCOALA PRIMARA MAIAD,MAIAD,,ȘCOALA PRIMARĂ MAIAD,100,PRINCIPALĂ,
4244865,3321100095,,682614,146263,146272,3321100095,SUCEAVA,,,15,INSPECTORATUL ȘCOLAR JUDEȚEAN SUCEAVA,INSPECTORATUL SCOLAR JUDETEAN SUCEAVA,SUCEAVA,,0,0,Calea Unirii,
4245658,1961104667,,5029166,83320,83339,1961104667,HARGHITA,46.3619514218337,25.8032965135153,18,"LICEUL DE ARTE ""NAGY ISTVÁN"" MIERCUREA CIUC",LICEUL DE ARTE NAGY ISTVAN MIERCUREA CIUC,MIERCUREA CIUC,,"LICEUL DE ARTE ""NAGY ISTVÁN"" MIERCUREA-CIUC",100,PIAȚA LIBERTĂŢII,
35522384,3561200201,,352159233,155243,155252,3561200201,TIMIŞ,,,27,GRADINITA CORDIANA TIMISOARA,GRADINITA CORDIANA TIMISOARA,TIMIŞOARA,,0,0,GLAD,
19070384,0561108381,,363347,30470,30489,0561108381,BIHOR,46.7935729986846,22.2882109287882,81,ȘCOALA GIMNAZIALĂ NR.1 POMEZEU,SCOALA GENERALA NR 1 POMEZEU,POMEZEU,,ȘCOALA GIMNAZIALĂ NR.1 POMEZEU,100,,
,1852101941,1871104606,,78141,78150,1852101941,GORJ,,,1,CLUBUL COPIILOR SI ELEVILOR MOTRU,CLUBUL COPIILOR SI ELEVILOR MOTRU,MOTRU,,0,0,str Minerului,
,1962102579,1961100134,,85582,85617,1962102579,HARGHITA,,,265,"ȘCOALA GIMNAZIALĂ ""PÉCSI SIMON"" ELISENI",SCOALA GENERALA PÉCSI SIMON ELISENI,ELISENI,,0,0,PRINCIPALĂ,
,2762101497,2761102521,613883,120860,120879,2762101497,NEAMŢ,46.9269192122631,26.9618527216002,183,"ȘCOALA GIMNAZIALĂ ""CAROL I"", MUNICIPIUL ROMAN",SCOALA GENERALA CAROL I MUNICIPIUL ROMAN,ROMAN,,"ȘCOALA GIMNAZIALĂ ,,CAROL I""",73,BOGDAN DRAGOS,
,1762100449,1761101319,,75098,75105,1762100449,GALAŢI,45.4375307,28.0269363177683,7,"GRADINITA CU PROGRAM PRELUNGIT ""CIPRIAN PORUMBESCU"", LOCALITATEA GALATI",GRADINITA CU PROGRAM PRELUNGIT CIPRIAN PORUMBESCU LOCALITATEA GALATI,GALAŢI,16073144,0,0,NAE LEONARD,
,2662103406,2661103944,,120174,120209,2662103406,MUREŞ,,,8,ȘCOALA PRIMARĂ SĂLAȘURI,SCOALA PRIMARA SALASURI,SĂLAŞURI,,0,0,VIILOR,
4205807,0961102446,,1213836,42682,42691,0961102446,BRĂILA,45.2625007,27.9561088760488,4,"LICEUL PEDAGOGIC ""D.P.PERPESSICIUS"" BRĂILA",LICEUL PEDAGOGIC D P PERPESSICIUS BRAILA,BRĂILA,92925102,0,0,ÎNVĂȚĂTORILOR,
4208617,0561101718,,364585,26564,26573,0561101718,BIHOR,47.0584275,21.9308897,1,"LICEUL TEORETIC ""ADY ENDRE"" ORADEA",LICEUL TEORETIC ADY ENDRE ORADEA,ORADEA,4215257036,0,0,str. Moscovei,
,2662106929,2661103894,,114514,114523,2662106929,MUREŞ,,,45,GRĂDINIȚA CU PROGRAM PRELUNGIT NR.01 SIGHIȘOARA,GRADINITA CU PROGRAM PRELUNGIT NR 01 SIGHISOARA,SIGHIŞOARA,,0,0,TARNAVEI,
,5162102649,5161100077,,179962,105847,5162102649,CĂLĂRAŞI,,,,GRADINITA PROG. NORMAL NR.1 GALBINASI,GRADINITA CU PROGRAM NORMAL NR 1 GALBINASI,GĂLBINAŞI,,0,0,,
15123974,1661104414,,480353,72926,72935,1661104414,DOLJ,,,,"SCOALA GIMNAZIALA ""NICA BARBU LOCUSTEANU"" LEU",SCOALA GENERALA NICA BARBU LOCUSTEANU LEU,LEU,,0,0,CRAIOVEI,
,1862101304,1861106119,,79308,79317,1862101304,GORJ,45.1818542844752,23.3802073451573,,GRADINITA CU PROGRAM PRELUNGIT BUMBESTI-JIU,GRADINITA CU PROGRAM PRELUNGIT BUMBESTI JIU,BUMBEŞTI-JIU,,GRĂDINIȚA BUMBEȘTI-JIU,68,,
,0562106067,0561100111,360840,27506,27515,0562106067,BIHOR,,,69,ŞCOALA PRIMARĂ NR.1 BOIANU MARE,SCOALA PRIMARA NR 1 BOIANU MARE,BOIANU MARE,,0,0,Principala,
,3762101594,3761104109,,164339,164375,3762101594,VASLUI,,,,"GRĂDINIȚA CU PROGRAM NORMAL, SAT SILIȘTEA",GRADINITA CU PROGRAM NORMAL SAT SILISTEA,SILIŞTEA,,0,0,,
25330535,2861104467,,629076,128436,128445,2861104467,OLT,44.5152853320771,24.4488158986423,,SCOALA GIMNAZIALA PRISEACA,SCOALA GENERALA PRISEACA,PRISEACA,,ȘCOALA GENERALĂ CU CLASELE I-IV PRISEACA,75,,
,3762101784,3761104724,,167277,163422,3762101784,VASLUI,,,,"GRĂDINIȚA CU PROGRAM NORMAL, SAT FÂSTÂCI",GRADINITA CU PROGRAM NORMAL SAT FASTACI,FÂSTÂCI,,0,0,,
,0362100792,0361103533,,13276,13294,0362100792,ARGEŞ,,,1,ȘCOALA PRIMARĂ ION STĂNCIULESCU GEAMĂNA,SCOALA PRIMARA ION STANCIULESCU GEAMANA,GEAMĂNA,,0,0,PRINCIPALĂ,
,2862101966,2861100454,,125588,125604,2862101966,OLT,,,,GRADINITA CU PROGRAM NORMAL URSA,GRADINITA CU PROGRAM NORMAL URSA,URSA,,0,0,,
,3762105612,3761107519,,163324,163342,3762105612,VASLUI,46.5496695971937,27.7763496511467,,"GRĂDINIȚA CU PROGRAM NORMAL, SAT BULBOACA",GRADINITA CU PROGRAM NORMAL SAT BULBOACA,BULBOACA,,"GRADINITA CU PROGRAM NORMAL, SAT BULBOACA",100,,
,2162100338,2161101348,,179702,93762,2162100338,IALOMIŢA,44.7653643541975,27.3408728496813,445A,GRĂDINIŢA CU PROGRAM NORMAL TRAIAN-LIC.TEH.TRAIAN,GRADINITA CU PROGRAM NORMAL TRAIAN LICEUL TEHNOLOGIC TRAIAN,TRAIAN,,GRĂDINIȚA CU PROGRAM NORMAL TRAIAN,73,GRĂDINIŢEI,
21637961,1761101296,,496924,76996,77000,1761101296,GALAŢI,,,,"SCOALA GIMNAZIALA ""DIMITRIE LUCHIAN"", COMUNA PISCU",SCOALA GENERALA DIMITRIE LUCHIAN COMUNA PISCU,PISCU,,0,0,,
,3362107597,3361104083,,147134,147152,3362107597,SUCEAVA,,,,GRADINITA CU PROGRAM NORMAL CUMPARATURA,GRADINITA CU PROGRAM NORMAL CUMPARATURA,CUMPĂRĂTURA,,0,0,,
,0762101787,0761104288,556,37912,37949,0762101787,BOTOŞANI,,,,"GRADINITA CU PROGRAM NORMAL ""VOINICEII"" ZLATUNOAIA",GRADINITA CU PROGRAM NORMAL VOINICEII ZLATUNOAIA,ZLĂTUNOAIA,,0,0,ZLATUNOAIA,
,1162102537,1161103728,421125,51118,51136,1162102537,CARAŞ-SEVERIN,,,05.iul,GRĂDINIŢA CU PROGRAM NORMAL CICLOVA MONTANĂ,GRADINITA CU PROGRAM NORMAL CICLOVA MONTANA,CICLOVA MONTANĂ,,0,0,LILIACULUI,
,1562103283,1561101349,,68468,68477,1562103283,DÂMBOVIŢA,,,57,GRĂDINIȚA CU PROGRAM NORMAL POTLOGI,GRADINITA CU PROGRAM NORMAL POTLOGI,POTLOGI,,0,0,C. BRINCOVEANU,
14503541,3361102719,,6892522,146628,146637,3361102719,SUCEAVA,,,227,"SCOALA GIMNAZIALA SPECIALA ""SF. STELIAN"" RADAUTI",SCOALA GENERALA SPECIALA SF STELIAN RADAUTI,RĂDĂUŢI,,0,0,PUTNEI,
,0162104813,0161102693,,4927,4936,0162104813,ALBA,,,32,GRADINITA CU PROGRAM NORMAL IGHIU,GRADINITA CU PROGRAM NORMAL IGHIU,IGHIU,,0,0,ŞCOLII,
10181982,4061207475,,403643982,179132,179169,4061207475,MUNICIPIUL BUCUREŞTI,,,206-208,"Şcoala Primară ""Sincron""",SCOALA PRIMARA SINCRON,BUCUREŞTI SECTORUL 3,,0,0,calea vitan,
,3362105731,3361103697,,148006,148051,3362105731,SUCEAVA,47.3877039090429,26.5985731702323,,SCOALA PRIMARA POIENARI,SCOALA PRIMARA POIENARI,POIENARI,,ȘCOALA PRIMARĂ POIENARI,100,,
18440403,1241102652,,12000012,54975,54984,1241102652,CLUJ,,,4,CENTRUL JUDEȚEAN DE RESURSE ȘI DE ASISTENȚĂ EDUCAȚIONALĂ CLUJ,CENTRUL JUDETEAN DE RESURSE SI DE ASISTENTA EDUCATIONALA CLUJ,CLUJ-NAPOCA,,0,0,Ştefan cel Mare,
,0662103533,0661101228,375742,34850,34878,0662103533,BISTRIŢA-NĂSĂUD,,,42,ȘCOALA PRIMARĂ LUNCA,SCOALA PRIMARA LUNCA,LUNCA,,0,0,Principală,
29147485,3561100732,,714390,159035,159044,3561100732,TIMIŞ,,,285,SCOALA GIMNAZIALA COM.TORMAC,SCOALA GENERALA COM TORMAC,TORMAC,,0,0,,
12560842,0561108657,,365254,26564,26573,0561108657,BIHOR,47.0622640794766,21.9313882170407,28,"ȘCOALA GIMNAZIALĂ ""SZACSVAY IMRE"" ORADEA",SCOALA GENERALA SZACSVAY IMRE ORADEA,ORADEA,,"ȘCOALA GIMNAZIALĂ ""SZACSVAY IMRE""",89,str. Mihai Eminescu,
,3962103394,3961100744,,175787,175849,3962103394,VRANCEA,46.1494276466274,27.3202861494499,1,SCOALA PRIMARA OCHESESTI,SCOALA PRIMARA OCHESESTI,OCHEŞEŞTI,,SCOALA OCHEȘEȘTI,80,Principala,
29166002,0461104582,,350936,26353,25451,0461104582,BACĂU,,,,SCOALA GIMNAZIALA TISA-SILVESTRI,SCOALA GENERALA TISA SILVESTRI,TISA-SILVESTRI,,0,0,,
,0562102963,0561101799,364444,31921,31949,0562102963,BIHOR,46.7108841765253,22.2009095054131,331,ŞCOALA PRIMARĂ NR.1 FORĂU,SCOALA PRIMARA NR 1 FORAU,FORĂU,,ȘCOALA PRIMARĂ NR.1,86,,
,3762106373,3761104308,,161794,161801,3762106373,VASLUI,,,,"GRĂDINIȚA CU PROGRAM NORMAL NR. 7, MUN. BÂRLAD",GRADINITA CU PROGRAM NORMAL NR 7 MUN BARLAD,BÂRLAD,,0,0,,
5504718,0161102716,,3040398,1017,1026,0161102716,ALBA,,,2,"LICEUL DE ARTE ""REGINA MARIA"" ALBA IULIA",LICEUL DE ARTE REGINA MARIA ALBA IULIA,ALBA IULIA,,0,0,CĂLĂRAŞI,
,1862104239,1861105439,,80846,80864,1862104239,GORJ,44.8444110411621,23.0908669488267,,"GRADINITA CU PROGRAM NORMAL BRADET, MATASARI",GRADINITA CU PROGRAM NORMAL BRADET MATASARI,BRĂDET,,GRĂDINIȚA MĂTĂSARI,59,,
,0162100153,0161103301,,3841,3850,0162100153,ALBA,,,,GRADINITA CU PROGRAM NORMAL CERU BACAINTI,GRADINITA CU PROGRAM NORMAL CERU BACAINTI,CERU-BĂCĂINŢI,,0,0,PRINCIPALĂ,
,1162100553,1161103339,,54109,54154,1162100553,CARAŞ-SEVERIN,44.8646925258276,21.4689872499968,,ŞCOALA GIMNAZIALĂ ZLATIŢA,SCOALA GENERALA ZLATITA,ZLATIŢA,,ȘCOALA GIMNAZIALĂ- ZLATITA,100,,
,0662102229,0661100842,374920,179720,33756,0662102229,BISTRIŢA-NĂSĂUD,,,,GRĂDINIȚA CU PROGRAM NORMAL TUNEL POIANA ILVEI,GRADINITA CU PROGRAM NORMAL TUNEL POIANA ILVEI,POIANA ILVEI,,0,0,Tunel,
,0462103658,0461107947,,20297,20304,0462103658,BACĂU,46.550123460459,26.9199148123588,,"SCOALA GIMNAZIALA ""ION LUCA"" BACAU",SCOALA GENERALA ION LUCA BACAU,BACĂU,,"ȘCOALA GIMNAZIALĂ ""ION LUCA""",89,ALECU RUSSO NR 37,
,3562105167,3561100967,,158653,158671,3562105167,TIMIŞ,,,69,SCOALA GIMNAZIALA CARANI COM.SANANDREI,SCOALA GENERALA CARANI COM SANANDREI,CARANI,,0,0,,
4233904,1061104301,,413037,44818,44827,1061104301,BUZĂU,,,56,CENTRUL ŞCOLAR DE EDUCAŢIE INCLUZIVĂ MUNICIPIUL BUZĂU,CENTRUL SCOLAR DE EDUCATIE INCLUZIVA MUNICIPIUL BUZAU,BUZĂU,,0,0,HORTICOLEI,
4234063,1061104658,,413049,44818,44827,1061104658,BUZĂU,,,,LICEUL SPECIAL PENTRU DEFICIENTI DE VEDERE MUNICIPIUL BUZAU,LICEUL SPECIAL PENTRU DEFICIENTI DE VEDERE MUNICIPIUL BUZAU,BUZĂU,,0,0,"HORTICOLEI, 54",
23346373,2661105281,,603371,116652,116661,2661105281,MUREŞ,,,152,"ȘCOALA GIMNAZIALĂ ""APAFI MIHALY"" ERNEI",SCOALA GENERALA APAFI MIHALY ERNEI,ERNEI,,0,0,PRINCIPALA,
,2362100819,2361102355,,101902,101920,2362100819,ILFOV,,,10,GRĂDINIȚA NR. 3 IZVORANI,GRADINITA NR 3 IZVORANI,IZVORANI,,0,0,VINTILĂ BRĂTIANU,
14094536,3361103001,,690099,150196,150203,3361103001,SUCEAVA,47.8300907014113,26.000502919591,,SCOALA GIMNAZIALA SATU MARE,SCOALA GENERALA SATU MARE,SATU MARE,,SCOALA GIMNAZIALA SATU MARE,100,,
,3862102128,3861105072,,173855,173882,3862102128,VÂLCEA,,,,GRADINITA CU PROGRAM NORMAL,GRADINITA CU PROGRAM NORMAL,BUDELE,,0,0,,
,0762101258,0761105271,38900412,37280,37299,0762101258,BOTOŞANI,47.5532204734891,26.8803870840609,112,SCOALA GIMNAZIALA ’’MIHAIL STURDZA’’ FLAMINZI,SCOALA GENERALA MIHAIL STURDZA FLAMINZI,FLAMÂNZI,,"ȘCOALA GIMNAZIALĂ ""MIHAIL STURZA""",85,1907,
,2262103769,2261106451,549252,100317,97081,2262103769,IAŞI,,,,"ȘCOALA PRIMARĂ NR. 2, FÂNTÂNELE",SCOALA PRIMARA NR 2 FANTANELE,FÂNTÂNELE,,0,0,,
